Category	Term	Count	%	PValue	Genes	List Total	Pop Hits	Pop Total	Fold Enrichment	Bonferroni	Benjamini	FDR
GOTERM_BP_DIRECT	GO:0014068~positive regulation of phosphatidylinositol 3-kinase signaling	4	0.41109969167523125	0.5581034828620387	ENSMUSG00000000215, ENSMUSG00000038067, ENSMUSG00000025422, ENSMUSG00000026697	819	64	18082	1.3798840048840049	1.0	1.0	0.9849246231155779
GOTERM_BP_DIRECT	GO:0071363~cellular response to growth factor stimulus	4	0.41109969167523125	0.5581034828620387	ENSMUSG00000040152, ENSMUSG00000020182, ENSMUSG00000027358, ENSMUSG00000028072	819	64	18082	1.3798840048840049	1.0	1.0	0.9849246231155779
GOTERM_CC_DIRECT	GO:0001669~acrosomal vesicle	6	0.6166495375128468	0.5582931245737067	ENSMUSG00000056215, ENSMUSG00000053375, ENSMUSG00000033949, ENSMUSG00000039202, ENSMUSG00000032259, ENSMUSG00000058626	889	110	19662	1.206381020554249	1.0	1.0	0.8974358974358975
GOTERM_BP_DIRECT	GO:0040018~positive regulation of multicellular organism growth	3	0.3083247687564234	0.5592791847516727	ENSMUSG00000020963, ENSMUSG00000032259, ENSMUSG00000011751	819	41	18082	1.6154739569373717	1.0	1.0	0.9849246231155779
GOTERM_MF_DIRECT	GO:0001664~G-protein coupled receptor binding	4	0.41109969167523125	0.5622647077404667	ENSMUSG00000037196, ENSMUSG00000066090, ENSMUSG00000071658, ENSMUSG00000024697	795	64	17446	1.3715408805031446	1.0	1.0	0.9654800431499461
GOTERM_BP_DIRECT	GO:0032869~cellular response to insulin stimulus	5	0.513874614594039	0.5677287423250219	ENSMUSG00000030671, ENSMUSG00000074486, ENSMUSG00000055980, ENSMUSG00000006127, ENSMUSG00000022346	819	88	18082	1.2544400044400046	1.0	1.0	0.9849246231155779
GOTERM_BP_DIRECT	GO:0007162~negative regulation of cell adhesion	3	0.3083247687564234	0.5724654998198377	ENSMUSG00000030671, ENSMUSG00000032087, ENSMUSG00000050272	819	42	18082	1.5770102912960058	1.0	1.0	0.9849246231155779
GOTERM_BP_DIRECT	GO:0006865~amino acid transport	3	0.3083247687564234	0.5724654998198377	ENSMUSG00000052026, ENSMUSG00000069072, ENSMUSG00000022346	819	42	18082	1.5770102912960058	1.0	1.0	0.9849246231155779
GOTERM_CC_DIRECT	GO:0005635~nuclear envelope	8	0.8221993833504625	0.574821146920085	ENSMUSG00000021313, ENSMUSG00000061603, ENSMUSG00000026605, ENSMUSG00000023328, ENSMUSG00000031250, ENSMUSG00000028546, ENSMUSG00000030102, ENSMUSG00000074604	889	158	19662	1.1198473608520456	1.0	1.0	0.8974358974358975
GOTERM_BP_DIRECT	GO:0006955~immune response	13	1.3360739979445015	0.5772434846411856	ENSMUSG00000033510, ENSMUSG00000018927, ENSMUSG00000024399, ENSMUSG00000024401, ENSMUSG00000040152, ENSMUSG00000022425, ENSMUSG00000022468, ENSMUSG00000002944, ENSMUSG00000019122, ENSMUSG00000038067, ENSMUSG00000035352, ENSMUSG00000039004, ENSMUSG00000036469	819	272	18082	1.0552054154995332	1.0	1.0	0.9849246231155779
GOTERM_CC_DIRECT	GO:0005811~lipid particle	4	0.41109969167523125	0.5779686731433646	ENSMUSG00000028494, ENSMUSG00000024526, ENSMUSG00000034528, ENSMUSG00000041653	889	66	19662	1.3404233561713879	1.0	1.0	0.8974358974358975
GOTERM_BP_DIRECT	GO:0045740~positive regulation of DNA replication	3	0.3083247687564234	0.5853624305012117	ENSMUSG00000029377, ENSMUSG00000029378, ENSMUSG00000000215	819	43	18082	1.5403356333588893	1.0	1.0	0.9849246231155779
GOTERM_BP_DIRECT	GO:0030890~positive regulation of B cell proliferation	3	0.3083247687564234	0.5853624305012117	ENSMUSG00000029082, ENSMUSG00000027950, ENSMUSG00000022488	819	43	18082	1.5403356333588893	1.0	1.0	0.9849246231155779
GOTERM_BP_DIRECT	GO:0090002~establishment of protein localization to plasma membrane	3	0.3083247687564234	0.5853624305012117	ENSMUSG00000057914, ENSMUSG00000024401, ENSMUSG00000011751	819	43	18082	1.5403356333588893	1.0	1.0	0.9849246231155779
GOTERM_BP_DIRECT	GO:0043154~negative regulation of cysteine-type endopeptidase activity involved in apoptotic process	4	0.41109969167523125	0.5894254468906719	ENSMUSG00000040152, ENSMUSG00000019278, ENSMUSG00000017716, ENSMUSG00000023951	819	67	18082	1.3180981539190495	1.0	1.0	0.9849246231155779
GOTERM_BP_DIRECT	GO:0090263~positive regulation of canonical Wnt signaling pathway	4	0.41109969167523125	0.5894254468906719	ENSMUSG00000001506, ENSMUSG00000010797, ENSMUSG00000021319, ENSMUSG00000006800	819	67	18082	1.3180981539190495	1.0	1.0	0.9849246231155779
GOTERM_BP_DIRECT	GO:0006919~activation of cysteine-type endopeptidase activity involved in apoptotic process	4	0.41109969167523125	0.5894254468906719	ENSMUSG00000079465, ENSMUSG00000032965, ENSMUSG00000022346, ENSMUSG00000024401	819	67	18082	1.3180981539190495	1.0	1.0	0.9849246231155779
UP_SEQ_FEATURE	active site:Proton donor	10	1.027749229188078	0.5907130178230605	ENSMUSG00000029410, ENSMUSG00000030671, ENSMUSG00000052551, ENSMUSG00000036395, ENSMUSG00000050663, ENSMUSG00000024992, ENSMUSG00000025584, ENSMUSG00000031966, ENSMUSG00000058183, ENSMUSG00000020256	820	205	18012	1.0715050565139799	1.0	1.0	0.992466296590008
GOTERM_BP_DIRECT	GO:0009791~post-embryonic development	6	0.6166495375128468	0.5918067047468295	ENSMUSG00000026904, ENSMUSG00000015619, ENSMUSG00000020436, ENSMUSG00000010505, ENSMUSG00000030102, ENSMUSG00000021268	819	114	18082	1.1620075830602146	1.0	1.0	0.9849246231155779
GOTERM_MF_DIRECT	GO:0000979~RNA polymerase II core promoter sequence-specific DNA binding	4	0.41109969167523125	0.5935895640964584	ENSMUSG00000015619, ENSMUSG00000017950, ENSMUSG00000032744, ENSMUSG00000022346	795	67	17446	1.3101286022716605	1.0	1.0	0.9654800431499461
GOTERM_CC_DIRECT	GO:0005856~cytoskeleton	50	5.138746145940391	0.5962953806769861	ENSMUSG00000036923, ENSMUSG00000006398, ENSMUSG00000057265, ENSMUSG00000027496, ENSMUSG00000027331, ENSMUSG00000034706, ENSMUSG00000028546, ENSMUSG00000027654, ENSMUSG00000027459, ENSMUSG00000022722, ENSMUSG00000046049, ENSMUSG00000041431, ENSMUSG00000025916, ENSMUSG00000030867, ENSMUSG00000032965, ENSMUSG00000037725, ENSMUSG00000036913, ENSMUSG00000029581, ENSMUSG00000049811, ENSMUSG00000020212, ENSMUSG00000020897, ENSMUSG00000025900, ENSMUSG00000053797, ENSMUSG00000108841, ENSMUSG00000040729, ENSMUSG00000053046, ENSMUSG00000041498, ENSMUSG00000026622, ENSMUSG00000027238, ENSMUSG00000062591, ENSMUSG00000026825, ENSMUSG00000035852, ENSMUSG00000056367, ENSMUSG00000057897, ENSMUSG00000017716, ENSMUSG00000029121, ENSMUSG00000053693, ENSMUSG00000028678, ENSMUSG00000021363, ENSMUSG00000028873, ENSMUSG00000041642, ENSMUSG00000020672, ENSMUSG00000027469, ENSMUSG00000022018, ENSMUSG00000030838, ENSMUSG00000031805, ENSMUSG00000033949, ENSMUSG00000033826, ENSMUSG00000044072, ENSMUSG00000075307	889	1113	19662	0.993575264008441	1.0	1.0	0.8974358974358975
GOTERM_BP_DIRECT	GO:0010976~positive regulation of neuron projection development	7	0.7194244604316548	0.5976590484718536	ENSMUSG00000061878, ENSMUSG00000057897, ENSMUSG00000036913, ENSMUSG00000049001, ENSMUSG00000002688, ENSMUSG00000028072, ENSMUSG00000060534	819	138	18082	1.1199058590362938	1.0	1.0	0.9849246231155779
UP_KEYWORDS	Hydrolase	67	6.885919835560124	0.5990481288202316	ENSMUSG00000058952, ENSMUSG00000025279, ENSMUSG00000028148, ENSMUSG00000027977, ENSMUSG00000049723, ENSMUSG00000026204, ENSMUSG00000043613, ENSMUSG00000036480, ENSMUSG00000027419, ENSMUSG00000039396, ENSMUSG00000029082, ENSMUSG00000054046, ENSMUSG00000028174, ENSMUSG00000054003, ENSMUSG00000028370, ENSMUSG00000023000, ENSMUSG00000025584, ENSMUSG00000006800, ENSMUSG00000006127, ENSMUSG00000027603, ENSMUSG00000023328, ENSMUSG00000019278, ENSMUSG00000031906, ENSMUSG00000039661, ENSMUSG00000036395, ENSMUSG00000037686, ENSMUSG00000037887, ENSMUSG00000087141, ENSMUSG00000054206, ENSMUSG00000005045, ENSMUSG00000033510, ENSMUSG00000058019, ENSMUSG00000000392, ENSMUSG00000029410, ENSMUSG00000032101, ENSMUSG00000052551, ENSMUSG00000028885, ENSMUSG00000020681, ENSMUSG00000041653, ENSMUSG00000022425, ENSMUSG00000022468, ENSMUSG00000026825, ENSMUSG00000032908, ENSMUSG00000015001, ENSMUSG00000071553, ENSMUSG00000064330, ENSMUSG00000020604, ENSMUSG00000030402, ENSMUSG00000024190, ENSMUSG00000030671, ENSMUSG00000037628, ENSMUSG00000032496, ENSMUSG00000024992, ENSMUSG00000020151, ENSMUSG00000058183, ENSMUSG00000006345, ENSMUSG00000021125, ENSMUSG00000024998, ENSMUSG00000025329, ENSMUSG00000064023, ENSMUSG00000050663, ENSMUSG00000046295, ENSMUSG00000037940, ENSMUSG00000039202, ENSMUSG00000031966, ENSMUSG00000054106, ENSMUSG00000058626	932	1646	22680	0.9905402093252467	1.0	1.0	0.8390804597701149
GOTERM_BP_DIRECT	GO:0030317~sperm motility	4	0.41109969167523125	0.5995430780262145	ENSMUSG00000050957, ENSMUSG00000004110, ENSMUSG00000028137, ENSMUSG00000006435	819	68	18082	1.298714357537887	1.0	1.0	0.9849246231155779
UP_SEQ_FEATURE	region of interest:Substrate binding	7	0.7194244604316548	0.6026736032449413	ENSMUSG00000023019, ENSMUSG00000003849, ENSMUSG00000042684, ENSMUSG00000071553, ENSMUSG00000070880, ENSMUSG00000026787, ENSMUSG00000021125	820	138	18012	1.1142099681866384	1.0	1.0	0.992466296590008
GOTERM_MF_DIRECT	GO:0008092~cytoskeletal protein binding	4	0.41109969167523125	0.6037022810581215	ENSMUSG00000033981, ENSMUSG00000031636, ENSMUSG00000020067, ENSMUSG00000027238	795	68	17446	1.2908620051794302	1.0	1.0	0.9654800431499461
GOTERM_BP_DIRECT	GO:0040008~regulation of growth	4	0.41109969167523125	0.6094956850859228	ENSMUSG00000053113, ENSMUSG00000020427, ENSMUSG00000022790, ENSMUSG00000047261	819	69	18082	1.279892410327193	1.0	1.0	0.9849246231155779
GOTERM_BP_DIRECT	GO:0043433~negative regulation of sequence-specific DNA binding transcription factor activity	4	0.41109969167523125	0.6094956850859228	ENSMUSG00000021319, ENSMUSG00000010175, ENSMUSG00000017950, ENSMUSG00000005413	819	69	18082	1.279892410327193	1.0	1.0	0.9849246231155779
GOTERM_BP_DIRECT	GO:0043525~positive regulation of neuron apoptotic process	4	0.41109969167523125	0.6094956850859228	ENSMUSG00000003849, ENSMUSG00000063142, ENSMUSG00000056073, ENSMUSG00000024401	819	69	18082	1.279892410327193	1.0	1.0	0.9849246231155779
KEGG_PATHWAY	mmu00600:Sphingolipid metabolism	3	0.3083247687564234	0.6100770898926166	ENSMUSG00000061878, ENSMUSG00000032908, ENSMUSG00000031906	327	48	7691	1.4699923547400613	1.0	1.0	0.8701298701298701
GOTERM_BP_DIRECT	GO:0043473~pigmentation	3	0.3083247687564234	0.6102854731620566	ENSMUSG00000030450, ENSMUSG00000032259, ENSMUSG00000022346	819	45	18082	1.471876271876272	1.0	1.0	0.9849246231155779
GOTERM_BP_DIRECT	GO:0045907~positive regulation of vasoconstriction	3	0.3083247687564234	0.6102854731620566	ENSMUSG00000049112, ENSMUSG00000029925, ENSMUSG00000045318	819	45	18082	1.471876271876272	1.0	1.0	0.9849246231155779
GOTERM_BP_DIRECT	GO:0006911~phagocytosis, engulfment	3	0.3083247687564234	0.6102854731620566	ENSMUSG00000059498, ENSMUSG00000023992, ENSMUSG00000058715	819	45	18082	1.471876271876272	1.0	1.0	0.9849246231155779
GOTERM_BP_DIRECT	GO:0051781~positive regulation of cell division	3	0.3083247687564234	0.6102854731620566	ENSMUSG00000029377, ENSMUSG00000030050, ENSMUSG00000023951	819	45	18082	1.471876271876272	1.0	1.0	0.9849246231155779
GOTERM_MF_DIRECT	GO:0001046~core promoter sequence-specific DNA binding	3	0.3083247687564234	0.6136359923203578	ENSMUSG00000015619, ENSMUSG00000037465, ENSMUSG00000010175	795	45	17446	1.4629769392033543	1.0	1.0	0.9654800431499461
UP_SEQ_FEATURE	compositionally biased region:Pro-rich	33	3.391572456320658	0.6148707311623297	ENSMUSG00000030683, ENSMUSG00000053046, ENSMUSG00000056596, ENSMUSG00000028524, ENSMUSG00000043439, ENSMUSG00000022221, ENSMUSG00000007944, ENSMUSG00000000632, ENSMUSG00000020067, ENSMUSG00000027459, ENSMUSG00000040489, ENSMUSG00000045215, ENSMUSG00000051747, ENSMUSG00000039377, ENSMUSG00000017400, ENSMUSG00000032744, ENSMUSG00000074505, ENSMUSG00000054976, ENSMUSG00000010825, ENSMUSG00000039809, ENSMUSG00000070570, ENSMUSG00000026058, ENSMUSG00000006204, ENSMUSG00000023048, ENSMUSG00000033080, ENSMUSG00000027525, ENSMUSG00000040797, ENSMUSG00000029608, ENSMUSG00000032517, ENSMUSG00000033826, ENSMUSG00000022619, ENSMUSG00000037887, ENSMUSG00000051435	820	731	18012	0.9916185646124588	1.0	1.0	0.992466296590008
GOTERM_MF_DIRECT	GO:0042277~peptide binding	5	0.513874614594039	0.6164760329224673	ENSMUSG00000020689, ENSMUSG00000049112, ENSMUSG00000050663, ENSMUSG00000048337, ENSMUSG00000018634	795	93	17446	1.1798201122607697	1.0	1.0	0.9654800431499461
GOTERM_CC_DIRECT	GO:0031526~brush border membrane	4	0.41109969167523125	0.6181064464828365	ENSMUSG00000002944, ENSMUSG00000011034, ENSMUSG00000020681, ENSMUSG00000063975	889	70	19662	1.263827735818737	1.0	1.0	0.8974358974358975
KEGG_PATHWAY	mmu00520:Amino sugar and nucleotide sugar metabolism	3	0.3083247687564234	0.6213743136740877	ENSMUSG00000042684, ENSMUSG00000020080, ENSMUSG00000025877	327	49	7691	1.4399925107657743	1.0	1.0	0.8701298701298701
UP_KEYWORDS	Apoptosis	20	2.055498458376156	0.6302808115447516	ENSMUSG00000006651, ENSMUSG00000037725, ENSMUSG00000000392, ENSMUSG00000017716, ENSMUSG00000053046, ENSMUSG00000023011, ENSMUSG00000025279, ENSMUSG00000004328, ENSMUSG00000064246, ENSMUSG00000002688, ENSMUSG00000005413, ENSMUSG00000026822, ENSMUSG00000060534, ENSMUSG00000022763, ENSMUSG00000006445, ENSMUSG00000027469, ENSMUSG00000024526, ENSMUSG00000032965, ENSMUSG00000030413, ENSMUSG00000030102	932	489	22680	0.9952868690592169	1.0	1.0	0.8390804597701149
GOTERM_CC_DIRECT	GO:0072686~mitotic spindle	3	0.3083247687564234	0.6331039848194095	ENSMUSG00000027331, ENSMUSG00000027496, ENSMUSG00000021363	889	47	19662	1.4117224708613552	1.0	1.0	0.8974358974358975
UP_KEYWORDS	Muscle protein	3	0.3083247687564234	0.6355178172290965	ENSMUSG00000064179, ENSMUSG00000074652, ENSMUSG00000026414	932	52	22680	1.4039286893364147	1.0	1.0	0.8390804597701149
GOTERM_BP_DIRECT	GO:0000226~microtubule cytoskeleton organization	5	0.513874614594039	0.6366567760357906	ENSMUSG00000017716, ENSMUSG00000027496, ENSMUSG00000029121, ENSMUSG00000041020, ENSMUSG00000020396	819	96	18082	1.1499033374033374	1.0	1.0	0.9849246231155779
GOTERM_CC_DIRECT	GO:0005938~cell cortex	7	0.7194244604316548	0.6373242082628543	ENSMUSG00000036923, ENSMUSG00000052783, ENSMUSG00000030592, ENSMUSG00000055561, ENSMUSG00000070880, ENSMUSG00000002688, ENSMUSG00000035852	889	144	19662	1.0751312335958005	1.0	1.0	0.8974358974358975
GOTERM_MF_DIRECT	GO:0030145~manganese ion binding	3	0.3083247687564234	0.6373842145372386	ENSMUSG00000029410, ENSMUSG00000037996, ENSMUSG00000030402	795	47	17446	1.4007226013649137	1.0	1.0	0.9654800431499461
INTERPRO	IPR001202:WW domain	3	0.3083247687564234	0.642036081730772	ENSMUSG00000028068, ENSMUSG00000000223, ENSMUSG00000021301	873	51	20594	1.3876423421602317	1.0	1.0	0.9753086419753086
GOTERM_BP_DIRECT	GO:0001658~branching involved in ureteric bud morphogenesis	3	0.3083247687564234	0.6454992955663428	ENSMUSG00000027358, ENSMUSG00000022346, ENSMUSG00000074934	819	48	18082	1.3798840048840049	1.0	1.0	0.9849246231155779
UP_KEYWORDS	S-nitrosylation	3	0.3083247687564234	0.6458617607132702	ENSMUSG00000030592, ENSMUSG00000073940, ENSMUSG00000052305	932	53	22680	1.3774394687828972	1.0	1.0	0.8390804597701149
UP_SEQ_FEATURE	compositionally biased region:Poly-Gly	10	1.027749229188078	0.647520855626603	ENSMUSG00000040570, ENSMUSG00000045534, ENSMUSG00000043460, ENSMUSG00000063142, ENSMUSG00000055980, ENSMUSG00000070691, ENSMUSG00000028873, ENSMUSG00000037887, ENSMUSG00000035456, ENSMUSG00000022346	820	215	18012	1.0216676120249575	1.0	1.0	0.992466296590008
GOTERM_BP_DIRECT	GO:0090630~activation of GTPase activity	4	0.41109969167523125	0.6476275824867773	ENSMUSG00000032356, ENSMUSG00000014782, ENSMUSG00000040797, ENSMUSG00000006445	819	73	18082	1.2097613193503605	1.0	1.0	0.9849246231155779
UP_SEQ_FEATURE	compositionally biased region:Glu-rich	12	1.2332990750256936	0.6498288996077539	ENSMUSG00000043541, ENSMUSG00000047986, ENSMUSG00000043631, ENSMUSG00000037161, ENSMUSG00000051747, ENSMUSG00000034706, ENSMUSG00000010505, ENSMUSG00000037731, ENSMUSG00000044726, ENSMUSG00000053825, ENSMUSG00000015599, ENSMUSG00000021301	820	262	18012	1.0060696332154162	1.0	1.0	0.992466296590008
KEGG_PATHWAY	mmu04961:Endocrine and other factor-regulated calcium reabsorption	3	0.3083247687564234	0.6537493302338953	ENSMUSG00000026825, ENSMUSG00000028222, ENSMUSG00000041329	327	52	7691	1.3569160197600565	1.0	1.0	0.8701298701298701
GOTERM_BP_DIRECT	GO:0006749~glutathione metabolic process	3	0.3083247687564234	0.65666379502202	ENSMUSG00000025777, ENSMUSG00000027603, ENSMUSG00000006345	819	49	18082	1.3517231068251476	1.0	1.0	0.9849246231155779
UP_SEQ_FEATURE	site:Cleavage	3	0.3083247687564234	0.6594518593635615	ENSMUSG00000039167, ENSMUSG00000058183, ENSMUSG00000026204	820	49	18012	1.3448481831757093	1.0	1.0	0.992466296590008
UP_SEQ_FEATURE	region of interest:Calmodulin-binding	3	0.3083247687564234	0.6594518593635615	ENSMUSG00000020785, ENSMUSG00000057897, ENSMUSG00000000794	820	49	18012	1.3448481831757093	1.0	1.0	0.992466296590008
GOTERM_BP_DIRECT	GO:0035690~cellular response to drug	4	0.41109969167523125	0.6656743186546477	ENSMUSG00000019278, ENSMUSG00000020704, ENSMUSG00000020182, ENSMUSG00000022346	819	75	18082	1.1775010175010177	1.0	1.0	0.9849246231155779
UP_KEYWORDS	Growth regulation	3	0.3083247687564234	0.6658495881218043	ENSMUSG00000053113, ENSMUSG00000022790, ENSMUSG00000047261	932	55	22680	1.3273507608271558	1.0	1.0	0.8390804597701149
GOTERM_CC_DIRECT	GO:0072372~primary cilium	3	0.3083247687564234	0.666609185576471	ENSMUSG00000044375, ENSMUSG00000011171, ENSMUSG00000032965	889	50	19662	1.3270191226096737	1.0	1.0	0.8974358974358975
GOTERM_BP_DIRECT	GO:0021549~cerebellum development	3	0.3083247687564234	0.6675451655102176	ENSMUSG00000034701, ENSMUSG00000057880, ENSMUSG00000023011	819	50	18082	1.3246886446886448	1.0	1.0	0.9849246231155779
GOTERM_BP_DIRECT	GO:0006915~apoptotic process	25	2.5693730729701953	0.6718365269189569	ENSMUSG00000006651, ENSMUSG00000000392, ENSMUSG00000053046, ENSMUSG00000023011, ENSMUSG00000025279, ENSMUSG00000023013, ENSMUSG00000026822, ENSMUSG00000060534, ENSMUSG00000024401, ENSMUSG00000022763, ENSMUSG00000024526, ENSMUSG00000091722, ENSMUSG00000032965, ENSMUSG00000030102, ENSMUSG00000037725, ENSMUSG00000034958, ENSMUSG00000017716, ENSMUSG00000004328, ENSMUSG00000064246, ENSMUSG00000002688, ENSMUSG00000005413, ENSMUSG00000006445, ENSMUSG00000027469, ENSMUSG00000030413, ENSMUSG00000074934	819	570	18082	0.9683396525501787	1.0	1.0	0.9849246231155779
GOTERM_BP_DIRECT	GO:0032496~response to lipopolysaccharide	9	0.9249743062692704	0.6722343089818865	ENSMUSG00000047986, ENSMUSG00000040181, ENSMUSG00000027962, ENSMUSG00000061762, ENSMUSG00000020681, ENSMUSG00000030247, ENSMUSG00000030236, ENSMUSG00000074604, ENSMUSG00000024401	819	197	18082	1.0086461761588665	1.0	1.0	0.9849246231155779
GOTERM_BP_DIRECT	GO:0021915~neural tube development	3	0.3083247687564234	0.6781461421349377	ENSMUSG00000048616, ENSMUSG00000071226, ENSMUSG00000006445	819	51	18082	1.298714357537887	1.0	1.0	0.9849246231155779
GOTERM_BP_DIRECT	GO:0097190~apoptotic signaling pathway	3	0.3083247687564234	0.6781461421349377	ENSMUSG00000017969, ENSMUSG00000044820, ENSMUSG00000024401	819	51	18082	1.298714357537887	1.0	1.0	0.9849246231155779
GOTERM_BP_DIRECT	GO:0008286~insulin receptor signaling pathway	3	0.3083247687564234	0.6781461421349377	ENSMUSG00000028174, ENSMUSG00000000215, ENSMUSG00000055980	819	51	18082	1.298714357537887	1.0	1.0	0.9849246231155779
GOTERM_BP_DIRECT	GO:0007611~learning or memory	3	0.3083247687564234	0.6781461421349377	ENSMUSG00000019772, ENSMUSG00000048482, ENSMUSG00000028072	819	51	18082	1.298714357537887	1.0	1.0	0.9849246231155779
GOTERM_MF_DIRECT	GO:0000977~RNA polymerase II regulatory region sequence-specific DNA binding	10	1.027749229188078	0.68049143295226	ENSMUSG00000036923, ENSMUSG00000015619, ENSMUSG00000026628, ENSMUSG00000032033, ENSMUSG00000094410, ENSMUSG00000048540, ENSMUSG00000010505, ENSMUSG00000070691, ENSMUSG00000026646, ENSMUSG00000041578	795	221	17446	0.9929707732149464	1.0	1.0	0.9654800431499461
GOTERM_BP_DIRECT	GO:0030334~regulation of cell migration	4	0.41109969167523125	0.6830382970556523	ENSMUSG00000022425, ENSMUSG00000020689, ENSMUSG00000041498, ENSMUSG00000043613	819	77	18082	1.1469165754880042	1.0	1.0	0.9849246231155779
GOTERM_MF_DIRECT	GO:0000981~RNA polymerase II transcription factor activity, sequence-specific DNA binding	8	0.8221993833504625	0.6834136096109787	ENSMUSG00000024922, ENSMUSG00000048540, ENSMUSG00000010175, ENSMUSG00000070691, ENSMUSG00000004328, ENSMUSG00000024215, ENSMUSG00000002057, ENSMUSG00000070822	795	174	17446	1.0089496132436926	1.0	1.0	0.9654800431499461
UP_KEYWORDS	Glycosidase	4	0.41109969167523125	0.6834608114919797	ENSMUSG00000039396, ENSMUSG00000036395, ENSMUSG00000028885, ENSMUSG00000031966	932	85	22680	1.145165362282252	1.0	1.0	0.8390804597701149
KEGG_PATHWAY	mmu00280:Valine, leucine and isoleucine degradation	3	0.3083247687564234	0.6838838069149265	ENSMUSG00000064294, ENSMUSG00000057880, ENSMUSG00000027875	327	55	7691	1.2829024186822353	1.0	1.0	0.8701298701298701
KEGG_PATHWAY	mmu00480:Glutathione metabolism	3	0.3083247687564234	0.6838838069149265	ENSMUSG00000027603, ENSMUSG00000006345, ENSMUSG00000074604	327	55	7691	1.2829024186822353	1.0	1.0	0.8701298701298701
KEGG_PATHWAY	mmu04742:Taste transduction	3	0.3083247687564234	0.6838838069149265	ENSMUSG00000023439, ENSMUSG00000025739, ENSMUSG00000020704	327	55	7691	1.2829024186822353	1.0	1.0	0.8701298701298701
GOTERM_BP_DIRECT	GO:0030182~neuron differentiation	6	0.6166495375128468	0.6861596131391257	ENSMUSG00000015619, ENSMUSG00000010797, ENSMUSG00000053046, ENSMUSG00000028546, ENSMUSG00000042258, ENSMUSG00000006445	819	127	18082	1.0430619249516886	1.0	1.0	0.9849246231155779
GOTERM_BP_DIRECT	GO:0010923~negative regulation of phosphatase activity	3	0.3083247687564234	0.6884697918646874	ENSMUSG00000043460, ENSMUSG00000058392, ENSMUSG00000069072	819	52	18082	1.2737390814313891	1.0	1.0	0.9849246231155779
GOTERM_BP_DIRECT	GO:0032729~positive regulation of interferon-gamma production	3	0.3083247687564234	0.6884697918646874	ENSMUSG00000004296, ENSMUSG00000042258, ENSMUSG00000024401	819	52	18082	1.2737390814313891	1.0	1.0	0.9849246231155779
GOTERM_BP_DIRECT	GO:0006909~phagocytosis	3	0.3083247687564234	0.6884697918646874	ENSMUSG00000014361, ENSMUSG00000024743, ENSMUSG00000031028	819	52	18082	1.2737390814313891	1.0	1.0	0.9849246231155779
GOTERM_BP_DIRECT	GO:0043010~camera-type eye development	4	0.41109969167523125	0.6914647223548309	ENSMUSG00000034701, ENSMUSG00000036480, ENSMUSG00000051331, ENSMUSG00000048015	819	78	18082	1.1322125168279014	1.0	1.0	0.9849246231155779
UP_KEYWORDS	Copper	3	0.3083247687564234	0.6941111063285385	ENSMUSG00000006651, ENSMUSG00000012428, ENSMUSG00000024529	932	58	22680	1.2586946869912683	1.0	1.0	0.8390804597701149
GOTERM_MF_DIRECT	GO:0016798~hydrolase activity, acting on glycosyl bonds	4	0.41109969167523125	0.6954378562537868	ENSMUSG00000039396, ENSMUSG00000036395, ENSMUSG00000028885, ENSMUSG00000031966	795	78	17446	1.1253668763102724	1.0	1.0	0.9654800431499461
GOTERM_CC_DIRECT	GO:0000228~nuclear chromosome	3	0.3083247687564234	0.6975995746123034	ENSMUSG00000017716, ENSMUSG00000091405, ENSMUSG00000041974	889	53	19662	1.2519048326506357	1.0	1.0	0.8974358974358975
GOTERM_BP_DIRECT	GO:0042384~cilium assembly	6	0.6166495375128468	0.6992800605545983	ENSMUSG00000040729, ENSMUSG00000022722, ENSMUSG00000034706, ENSMUSG00000023473, ENSMUSG00000032965, ENSMUSG00000049811	819	129	18082	1.0268904222392594	1.0	1.0	0.9849246231155779
UP_SEQ_FEATURE	compositionally biased region:Ser-rich	17	1.7471736896197325	0.6996132820416487	ENSMUSG00000004661, ENSMUSG00000063919, ENSMUSG00000019828, ENSMUSG00000010505, ENSMUSG00000027654, ENSMUSG00000023048, ENSMUSG00000049811, ENSMUSG00000060962, ENSMUSG00000045215, ENSMUSG00000051747, ENSMUSG00000039860, ENSMUSG00000039377, ENSMUSG00000037386, ENSMUSG00000022619, ENSMUSG00000075402, ENSMUSG00000054976, ENSMUSG00000034413	820	390	18012	0.957485928705441	1.0	1.0	0.992466296590008
GOTERM_BP_DIRECT	GO:0006338~chromatin remodeling	4	0.41109969167523125	0.6997214126027625	ENSMUSG00000015619, ENSMUSG00000026646, ENSMUSG00000022346, ENSMUSG00000029712	819	79	18082	1.1178807128174217	1.0	1.0	0.9849246231155779
GOTERM_BP_DIRECT	GO:0008104~protein localization	4	0.41109969167523125	0.6997214126027625	ENSMUSG00000020848, ENSMUSG00000026764, ENSMUSG00000005338, ENSMUSG00000032259	819	79	18082	1.1178807128174217	1.0	1.0	0.9849246231155779
